trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,traffic_condition,weather_condition,fare_amount
2.73,5.9,1.0,5,0,Low,Rainy,10.45
12.89,24.89,2.0,2,0,Medium,Clear,47.88
4.89,7.15,1.0,1,1,Low,Clear,17.42
7.46,16.02,3.0,11,0,High,Rainy,36.97
7.42,17.02,2.0,23,0,Very High,Clear,44.84
14.04,23.19,1.0,5,0,Medium,Cloudy,47.21
4.43,8.34,1.0,9,0,Medium,Cloudy,19.01
2.58,2.28,1.0,10,0,Medium,Rainy,13.19
2.46,4.52,3.0,15,0,Low,Clear,9.35
6.15,12.72,1.0,15,0,Low,Clear,18.93
4.77,2.49,2.0,23,0,Medium,Rainy,17.49
4.64,8.84,4.0,17,1,High,Cloudy,23.69
0.76,6.14,1.0,21,1,High,Clear,10.59
10.14,25.24,1.0,22,0,High,Snowy,58.33
1.92,2.66,1.0,23,0,Low,Rainy,9.04
1.75,3.0,1.0,8,0,High,Cloudy,15.97
4.26,9.16,2.0,20,1,Medium,Rainy,22.24
2.07,5.84,2.0,18,0,Medium,Clear,11.82
7.01,10.6,1.0,1,1,Medium,Snowy,28.17
3.71,8.55,1.0,23,0,Low,Snowy,17.12
4.77,7.95,1.0,0,0,Low,Cloudy,15.27
6.16,13.43,5.0,15,0,Medium,Cloudy,24.67
1.82,4.78,2.0,21,0,Low,Rainy,8.08
1.35,3.16,2.0,17,0,Medium,Cloudy,12.06
16.99,32.75,1.0,2,0,Medium,Clear,58.57
4.55,14.0,1.0,23,0,Very High,Cloudy,33.33
4.25,11.4,1.0,0,0,Very High,Clear,29.57
0.5,10.58,6.0,5,0,Very High,Clear,13.36
5.51,12.29,3.0,18,0,High,Clear,30.6
6.46,18.41,2.0,21,0,Very High,Clear,39.19
6.55,18.36,2.0,18,0,High,Rainy,38.75
9.82,10.58,1.0,10,0,Very High,Clear,55.45
1.56,3.75,1.0,7,0,Medium,Cloudy,11.0
2.33,5.07,1.0,4,0,High,Clear,14.01
13.32,19.25,1.0,19,0,Low,Cloudy,36.68
1.17,1.0,1.0,14,1,Very High,Clear,10.85
5.51,10.44,1.0,20,0,Medium,Cloudy,23.02
1.93,1.0,4.0,13,1,Low,Rainy,8.32
0.5,3.45,4.0,3,0,Medium,Clear,9.57
3.15,7.2,1.0,23,0,High,Clear,18.98
1.24,1.95,1.0,23,0,High,Clear,13.4
9.9,14.89,2.0,7,0,Medium,Cloudy,37.17
6.1,12.3,3.0,19,0,Low,Rainy,21.58
1.24,1.0,5.0,16,0,Very High,Cloudy,15.44
0.5,2.14,4.0,1,0,High,Clear,8.67
13.21,26.63,2.0,19,0,Medium,Clear,48.68
1.55,7.95,1.0,15,0,High,Clear,13.27
7.46,12.88,1.0,9,1,Medium,Clear,28.41
3.29,4.46,1.0,1,0,Medium,Clear,15.92
7.05,15.54,2.0,10,0,High,Clear,32.16
3.03,5.87,1.0,9,0,High,Cloudy,19.08
0.73,1.0,1.0,18,0,Medium,Snowy,9.19
2.02,10.58,2.0,13,1,Low,Clear,6.97
1.67,1.67,1.0,10,0,Low,Foggy,7.86
4.47,12.42,4.0,8,0,Very High,Cloudy,32.27
8.59,21.23,1.0,6,0,High,Rainy,44.33
2.45,7.37,4.0,14,1,Medium,Clear,11.89
0.5,1.0,4.0,19,0,Medium,Foggy,8.49
5.85,11.68,1.0,16,0,Medium,Foggy,23.09
7.45,14.89,1.0,2,0,High,Foggy,37.55
7.12,13.93,3.0,13,0,Medium,Clear,25.63
5.1,10.91,1.0,7,1,High,Clear,25.85
6.82,10.7,4.0,3,0,Low,Foggy,21.49
14.1,26.27,2.0,1,0,Medium,Clear,51.17
3.12,6.84,6.0,13,0,High,Clear,15.79
2.17,2.32,2.0,7,1,High,Cloudy,15.71
2.44,2.39,1.0,22,0,Medium,Cloudy,12.01
5.62,7.2,2.0,9,1,Low,Snowy,19.85
10.9,18.42,1.0,17,1,Medium,Foggy,40.75
5.6,7.25,1.0,14,0,Low,Cloudy,14.44
0.56,1.0,1.0,4,0,Low,Clear,3.88
10.29,19.47,1.0,21,1,Medium,Clear,35.26
2.73,6.66,1.0,17,0,High,Rainy,20.81
8.73,20.54,2.0,1,0,High,Cloudy,43.16
4.45,11.42,1.0,12,0,High,Clear,21.74
14.93,33.05,1.0,9,0,High,Cloudy,68.58
5.96,10.43,1.0,3,0,Medium,Clear,21.74
9.41,16.25,1.0,14,0,Medium,Clear,32.75
17.19,22.28,2.0,7,0,Low,Rainy,47.74
5.48,11.43,6.0,14,0,Medium,Clear,20.69
3.01,6.58,1.0,13,0,Very High,Cloudy,22.7
11.21,24.64,1.0,20,0,Medium,Rainy,48.18
1.99,3.32,1.0,8,0,Low,Rainy,8.92
3.94,4.38,4.0,19,0,Medium,Rainy,17.32
16.06,31.45,2.0,2,0,Medium,Foggy,59.05
10.31,29.45,3.0,14,0,Very High,Clear,59.4
4.14,6.79,1.0,23,0,Low,Foggy,14.38
1.93,3.49,1.0,16,1,High,Clear,12.76
3.52,6.32,1.0,15,0,High,Clear,17.38
2.67,4.69,1.0,3,1,Very High,Clear,19.81
1.55,1.0,1.0,10,0,Medium,Foggy,6.88
10.88,22.56,2.0,7,0,High,Clear,48.31
2.32,2.77,1.0,2,1,Low,Clear,8.4
4.84,7.16,1.0,18,1,Low,Clear,14.67
3.9,4.22,1.0,13,0,Medium,Clear,12.24
3.97,7.73,1.0,2,0,Medium,Clear,18.43
0.67,5.86,1.0,3,1,Low,Cloudy,8.06
0.75,1.0,1.0,3,0,Medium,Rainy,9.56
7.15,17.87,1.0,10,1,Medium,Cloudy,28.55
7.32,15.22,1.0,18,0,Medium,Rainy,30.91
4.34,2.59,3.0,15,0,Low,Clear,9.47
4.52,10.5,1.0,22,0,Very High,Clear,30.41
0.5,1.57,1.0,21,0,Medium,Rainy,6.1
5.81,7.4,1.0,16,0,Medium,Rainy,20.22
5.62,11.27,1.0,9,0,High,Cloudy,29.0
1.3,1.0,2.0,23,0,Medium,Rainy,10.39
0.88,5.93,1.0,16,1,Medium,Cloudy,9.82
1.06,4.18,2.0,15,0,Medium,Clear,7.44
0.85,1.3,3.0,19,1,High,Cloudy,10.42
7.53,24.49,4.0,21,0,Very High,Clear,46.25
1.75,5.14,1.0,5,0,Low,Cloudy,11.0
2.32,6.1,1.0,6,0,Low,Clear,9.48
1.53,1.18,5.0,13,0,Low,Clear,5.66
15.43,20.95,1.0,11,0,Low,Clear,36.77
2.1,4.66,1.0,13,0,High,Clear,11.12
3.17,4.32,4.0,4,0,Medium,Snowy,16.29
1.88,1.38,1.0,4,0,Medium,Cloudy,9.1
5.42,12.43,3.0,19,1,Medium,Cloudy,22.87
0.5,2.77,1.0,21,1,Very High,Rainy,7.62
8.9,11.59,1.0,22,1,Low,Cloudy,23.96
5.92,15.65,1.0,14,1,High,Clear,28.24
1.44,2.07,1.0,23,0,Medium,Rainy,10.89
13.04,27.63,4.0,22,1,Medium,Rainy,49.88
12.56,19.45,2.0,8,0,Low,Clear,33.46
1.09,6.09,2.0,2,1,High,Clear,13.34
4.07,10.59,1.0,3,0,High,Clear,24.66
1.49,3.54,1.0,15,0,Low,Cloudy,5.92
2.35,2.25,1.0,6,0,Medium,Clear,10.61
2.44,2.55,4.0,21,1,Low,Foggy,7.97
6.5,15.1,1.0,13,1,Medium,Snowy,31.93
4.24,12.18,1.0,15,1,High,Cloudy,21.23
1.08,1.0,1.0,15,0,Medium,Clear,6.19
2.1,7.02,4.0,1,1,High,Cloudy,15.49
11.86,19.95,1.0,9,0,Medium,Clear,41.58
3.31,2.68,1.0,6,0,Low,Clear,9.63
1.24,5.99,5.0,14,0,Medium,Cloudy,10.04
15.61,22.4,1.0,8,0,Low,Rainy,45.26
2.96,5.9,1.0,6,0,High,Clear,14.22
8.6,11.54,1.0,23,0,Low,Cloudy,24.4
6.69,13.25,2.0,15,0,Medium,Rainy,26.09
5.11,10.58,3.0,2,1,Medium,Clear,19.02
5.48,13.22,5.0,16,0,High,Rainy,29.32
10.54,16.95,4.0,22,0,Medium,Cloudy,38.02
0.73,1.0,5.0,7,0,High,Clear,11.77
8.83,13.82,1.0,1,1,Medium,Foggy,31.99
18.09,24.48,2.0,19,0,Low,Cloudy,47.21
0.5,2.19,1.0,2,0,Low,Rainy,8.32
1.21,4.89,1.0,7,0,Very High,Cloudy,16.59
10.09,10.58,3.0,1,0,Medium,Foggy,36.29
4.6,7.36,1.0,18,1,Medium,Clear,18.51
4.13,14.53,4.0,16,1,Very High,Cloudy,29.55
1.18,3.16,1.0,4,0,Low,Clear,9.77
5.65,10.78,3.0,19,0,High,Clear,27.14
1.08,2.73,1.0,16,0,Medium,Clear,6.57
5.18,10.31,1.0,9,0,Medium,Cloudy,21.16
11.54,18.75,1.0,8,0,Low,Rainy,36.71
2.39,11.05,1.0,21,0,High,Clear,16.59
5.24,8.19,1.0,5,0,Medium,Cloudy,17.71
9.28,16.91,2.0,1,0,Low,Rainy,29.68
14.73,25.53,1.0,22,0,Low,Clear,39.92
4.29,10.58,1.0,11,0,High,Clear,21.67
11.68,19.28,1.0,11,0,Medium,Clear,38.63
0.5,1.0,1.0,15,1,Very High,Clear,6.98
1.05,4.09,2.0,21,0,High,Clear,9.12
1.82,4.92,1.0,23,0,High,Rainy,15.64
4.11,7.96,3.0,11,0,Medium,Clear,15.36
14.95,28.6,1.0,20,0,Medium,Clear,52.46
3.4,8.33,2.0,17,1,Medium,Clear,17.94
8.5,17.03,2.0,12,0,Medium,Cloudy,30.54
9.88,19.3,1.0,14,1,Medium,Foggy,35.91
7.06,9.4,3.0,15,1,Low,Snowy,20.9
3.54,12.17,2.0,3,1,Very High,Cloudy,29.06
6.88,9.17,2.0,11,1,Low,Cloudy,17.43
3.35,6.96,1.0,16,0,Low,Cloudy,11.49
0.7,1.0,4.0,0,1,High,Cloudy,9.11
1.09,5.16,1.0,17,0,Low,Rainy,10.92
0.6,2.22,1.0,21,0,Low,Cloudy,3.0
16.86,28.12,1.0,15,0,Low,Snowy,50.99
2.87,4.64,1.0,0,0,Medium,Clear,10.97
8.41,15.96,6.0,9,0,Medium,Clear,34.17
3.19,5.27,1.0,18,0,Medium,Clear,15.08
3.97,4.12,4.0,15,0,Medium,Rainy,16.91
2.43,6.69,1.0,13,0,Medium,Clear,11.83
3.36,7.44,1.0,1,1,Medium,Clear,14.19
4.23,7.34,5.0,23,0,Low,Cloudy,14.48
10.2,17.76,1.0,5,0,Low,Cloudy,29.27
5.73,11.05,2.0,21,0,High,Cloudy,27.32
0.5,3.23,5.0,4,0,Low,Rainy,8.09
5.59,15.79,3.0,11,0,Very High,Cloudy,34.97
7.02,16.75,4.0,3,0,High,Rainy,40.41
20.23,27.41,2.0,21,0,Low,Rainy,54.5
0.5,4.37,1.0,23,0,Very High,Clear,12.27
6.82,14.13,1.0,3,1,Medium,Cloudy,27.68
2.22,7.5,1.0,6,1,Low,Clear,8.7
16.72,22.35,1.0,5,0,Low,Clear,42.5
0.5,1.0,2.0,12,0,High,Rainy,7.44
10.55,17.8,2.0,3,1,Low,Clear,30.28
8.56,16.92,2.0,3,0,High,Clear,39.41
4.62,6.36,2.0,9,0,Low,Foggy,15.52
0.5,2.92,2.0,19,0,Very High,Cloudy,13.51
5.08,14.59,1.0,20,0,High,Cloudy,30.2
0.5,10.58,2.0,7,1,Medium,Clear,8.83
9.36,17.73,2.0,6,1,Medium,Foggy,34.65
5.26,9.5,1.0,4,0,Medium,Cloudy,21.98
1.06,3.46,1.0,2,1,High,Cloudy,11.04
1.93,6.49,1.0,14,1,Medium,Cloudy,8.39
0.53,1.0,1.0,16,0,Low,Foggy,3.3
6.83,9.7,1.0,22,0,Low,Clear,20.74
7.78,13.96,3.0,12,0,Low,Clear,20.56
5.64,12.7,4.0,14,1,Medium,Rainy,24.52
13.59,30.6,1.0,18,1,High,Clear,59.73
15.79,21.05,1.0,19,0,Low,Cloudy,39.17
7.65,10.92,1.0,13,0,Medium,Clear,25.95
0.5,1.69,2.0,20,1,Very High,Clear,11.01
9.51,15.62,1.0,12,1,Medium,Cloudy,32.71
4.33,14.13,2.0,11,0,Very High,Rainy,31.8
6.67,15.58,1.0,23,0,Very High,Cloudy,42.67
8.38,15.8,1.0,22,1,Low,Clear,26.24
3.45,9.16,1.0,8,0,Very High,Clear,28.15
19.92,28.28,1.0,2,0,Low,Snowy,58.93
1.15,2.2,1.0,10,1,Very High,Clear,9.64
8.91,14.98,1.0,9,0,Medium,Clear,32.43
0.5,3.97,4.0,0,1,Medium,Snowy,11.68
0.95,2.4,1.0,12,0,High,Rainy,7.39
0.8,1.0,1.0,13,0,Medium,Clear,6.41
3.24,5.96,1.0,0,0,Medium,Clear,14.1
3.74,4.07,2.0,1,0,Low,Clear,12.95
1.93,10.58,3.0,1,0,High,Cloudy,11.79
7.04,9.17,1.0,6,0,Low,Clear,18.8
4.68,12.09,4.0,8,1,High,Clear,25.98
0.5,1.0,1.0,23,0,Medium,Clear,5.36
3.08,5.49,1.0,3,0,Medium,Rainy,16.23
13.3,27.02,5.0,1,0,Medium,Rainy,52.3
9.36,23.49,1.0,18,0,High,Cloudy,47.76
10.32,33.33,4.0,4,0,Very High,Clear,64.78
9.58,13.58,2.0,8,0,Medium,Foggy,34.14
2.98,6.81,1.0,23,1,Very High,Cloudy,23.35
0.84,4.21,1.0,12,0,Very High,Cloudy,11.07
2.54,6.77,1.0,11,0,High,Foggy,12.98
14.26,33.35,5.0,18,0,High,Clear,66.34
5.45,8.63,1.0,9,0,Low,Rainy,19.52
0.5,1.28,1.0,18,1,Medium,Clear,5.13
1.21,1.0,2.0,9,0,High,Clear,11.32
3.11,9.29,1.0,11,0,Very High,Snowy,26.49
6.91,11.92,1.0,13,0,Medium,Clear,22.76
0.62,3.12,6.0,7,1,High,Cloudy,10.63
3.63,10.72,1.0,16,0,Medium,Clear,16.14
19.5,29.25,2.0,19,0,Low,Clear,48.35
12.13,26.02,3.0,3,1,High,Clear,52.53
11.27,11.93,1.0,5,0,Low,Clear,30.98
7.47,9.33,1.0,11,0,Low,Foggy,20.74
7.88,15.53,1.0,17,1,Medium,Rainy,33.39
8.13,20.17,1.0,6,0,High,Clear,36.7
7.93,13.66,2.0,4,0,Medium,Clear,28.31
6.45,14.14,2.0,9,0,High,Clear,34.8
10.54,20.52,1.0,13,0,Medium,Cloudy,39.76
12.0,24.54,3.0,5,0,Medium,Clear,43.21
1.94,2.15,4.0,11,0,Medium,Clear,8.76
0.7,5.1,1.0,21,0,Low,Rainy,6.87
5.28,15.84,3.0,11,1,High,Cloudy,28.75
5.77,12.36,1.0,7,0,High,Rainy,32.82
14.14,28.8,1.0,9,0,Medium,Rainy,58.21
4.69,11.44,3.0,15,0,Low,Clear,13.42
6.77,15.33,1.0,19,0,Medium,Cloudy,28.8
5.99,7.46,1.0,7,1,Low,Cloudy,18.08
0.5,1.15,2.0,8,0,Medium,Cloudy,6.54
7.64,7.96,3.0,12,0,Low,Cloudy,19.91
14.08,19.19,2.0,19,1,Low,Clear,38.07
1.37,10.58,1.0,16,0,Medium,Clear,7.8
7.22,11.27,1.0,18,0,Low,Cloudy,22.41
7.2,9.41,4.0,16,0,Low,Clear,16.33
1.43,1.0,1.0,6,0,High,Foggy,10.19
1.05,1.96,3.0,0,0,Low,Cloudy,6.29
4.0,10.83,1.0,13,0,High,Clear,22.01
2.06,2.68,1.0,16,0,Low,Cloudy,7.59
1.5,1.98,2.0,12,0,Low,Clear,3.49
8.81,17.01,1.0,1,0,Medium,Cloudy,34.93
7.52,14.92,1.0,13,0,Medium,Clear,28.74
8.25,15.28,1.0,0,0,Medium,Cloudy,32.13
0.74,1.0,1.0,4,0,High,Clear,7.94
17.92,29.67,1.0,6,0,Low,Cloudy,47.97
3.94,6.46,1.0,18,0,Medium,Clear,16.98
3.01,6.13,3.0,13,0,Very High,Clear,19.04
4.96,6.65,1.0,23,0,Low,Clear,16.69
3.96,6.16,1.0,13,0,Low,Clear,12.56
15.94,28.67,5.0,14,0,Medium,Clear,49.96
2.89,3.69,4.0,4,1,Low,Clear,11.92
15.96,30.65,1.0,20,0,Medium,Rainy,59.9
12.17,16.66,1.0,23,0,Low,Cloudy,33.86
2.26,1.0,1.0,17,1,Low,Clear,8.66
6.88,16.91,2.0,23,1,Medium,Clear,28.53
2.57,6.96,1.0,8,0,Medium,Cloudy,14.58
0.5,1.83,1.0,17,0,High,Cloudy,7.95
6.66,13.15,1.0,3,0,High,Foggy,35.45
3.31,6.09,1.0,7,1,Low,Cloudy,13.03
3.12,6.37,3.0,17,0,Low,Cloudy,11.69
8.28,16.06,1.0,19,1,Medium,Rainy,35.56
15.26,30.42,1.0,16,0,Medium,Rainy,56.78
7.52,14.09,3.0,15,0,Medium,Cloudy,28.77
15.35,22.82,5.0,17,0,Low,Clear,41.82
2.46,3.29,1.0,6,0,Medium,Snowy,12.61
5.86,9.9,5.0,0,0,Low,Clear,18.21
4.79,7.31,1.0,0,0,Medium,Clear,19.15
0.5,1.58,1.0,17,0,Low,Snowy,7.65
6.51,15.74,2.0,3,0,High,Rainy,36.78
8.67,15.69,4.0,22,1,Low,Clear,26.59
7.17,10.58,3.0,19,0,Very High,Clear,47.09
10.66,21.27,1.0,20,0,High,Rainy,52.31
6.78,14.44,1.0,19,0,High,Clear,34.32
0.55,1.0,1.0,3,0,Very High,Clear,11.09
0.99,1.0,1.0,5,0,Low,Snowy,9.27
7.26,15.55,1.0,2,0,Medium,Cloudy,30.02
2.57,1.57,5.0,5,0,High,Rainy,17.34
0.66,3.84,1.0,12,0,Low,Rainy,5.95
4.49,10.42,1.0,22,0,Medium,Rainy,22.49
6.47,12.5,1.0,6,1,Medium,Foggy,25.52
3.19,6.68,2.0,23,0,Medium,Cloudy,12.58
10.2,29.22,1.0,3,1,Very High,Rainy,68.66
8.26,15.8,1.0,0,0,Medium,Rainy,34.73
3.24,7.11,4.0,5,0,Low,Foggy,14.63
11.25,31.62,3.0,23,0,Very High,Rainy,74.39
8.37,13.76,3.0,4,1,Low,Foggy,25.29
8.12,17.14,3.0,12,0,High,Clear,35.54
6.45,19.45,1.0,18,0,Very High,Clear,43.38
0.5,1.0,1.0,3,0,High,Clear,9.16
9.54,23.04,1.0,23,0,High,Clear,44.43
3.77,7.04,1.0,5,1,High,Clear,21.58
13.63,25.46,1.0,4,1,Medium,Snowy,55.7
7.09,16.42,1.0,12,0,Medium,Clear,25.75
2.32,4.87,1.0,9,1,Medium,Cloudy,13.55
1.82,5.22,2.0,2,0,High,Rainy,15.1
3.33,5.36,1.0,22,0,Medium,Clear,14.73
5.18,10.34,2.0,12,1,Medium,Clear,17.54
2.81,7.48,1.0,11,0,High,Clear,16.8
5.79,12.75,4.0,3,0,High,Clear,31.27
1.45,2.51,1.0,9,0,High,Snowy,14.05
0.91,1.55,2.0,16,0,Medium,Rainy,7.66
5.96,7.36,1.0,17,1,Low,Rainy,19.79
10.33,23.77,1.0,8,1,High,Rainy,53.07
4.58,4.98,1.0,20,0,Low,Foggy,16.22
7.95,17.2,1.0,19,1,Medium,Clear,29.52
3.33,7.79,3.0,8,1,High,Clear,19.07
2.87,4.34,1.0,1,0,Low,Clear,9.25
6.91,17.26,1.0,18,0,High,Clear,35.81
5.52,19.28,1.0,15,0,Very High,Cloudy,35.37
6.93,13.16,1.0,2,0,Medium,Clear,28.86
2.7,3.3,4.0,15,0,High,Cloudy,13.14
3.66,10.87,4.0,20,0,High,Cloudy,21.24
0.7,1.0,1.0,12,0,Low,Clear,3.0
0.5,1.0,1.0,2,0,Medium,Clear,7.28
2.34,6.77,4.0,9,0,Medium,Snowy,18.24
0.62,1.0,1.0,21,1,Low,Rainy,4.64
0.88,1.0,2.0,17,1,Low,Cloudy,6.73
13.41,25.71,4.0,5,0,Medium,Rainy,50.15
0.5,1.18,1.0,5,0,High,Clear,10.02
8.61,18.63,1.0,17,0,High,Clear,41.77
2.55,6.54,1.0,5,0,Medium,Clear,13.98
16.42,33.24,4.0,5,0,Medium,Cloudy,58.2
5.31,15.12,1.0,21,1,High,Cloudy,28.34
2.92,7.89,1.0,12,0,High,Clear,15.34
5.83,9.53,3.0,13,1,Medium,Clear,21.54
3.85,4.71,3.0,20,0,Medium,Rainy,19.27
6.65,10.58,1.0,6,0,Medium,Cloudy,22.04
0.97,3.88,1.0,12,0,Medium,Snowy,8.08
4.43,7.47,1.0,11,0,Medium,Cloudy,14.77
3.42,1.26,1.0,20,0,Low,Clear,13.08
9.91,12.5,3.0,0,1,Low,Rainy,30.44
3.62,6.79,1.0,2,1,Very High,Clear,25.78
14.33,24.38,1.0,17,1,Low,Clear,37.21
4.85,8.55,1.0,21,0,Low,Clear,16.97
10.17,21.03,1.0,7,0,High,Cloudy,49.36
0.91,5.39,2.0,1,0,High,Cloudy,11.32
14.97,26.62,3.0,3,0,Medium,Cloudy,52.03
10.65,20.67,2.0,17,0,Medium,Clear,36.59
1.9,6.12,2.0,12,0,Very High,Clear,14.58
1.26,1.7,2.0,14,0,Low,Clear,6.01
3.04,5.09,1.0,1,1,Medium,Rainy,15.83
2.37,3.0,2.0,1,0,Low,Clear,7.54
4.87,9.63,1.0,20,1,Medium,Cloudy,21.28
0.5,1.74,1.0,11,0,High,Clear,4.85
4.05,6.55,1.0,4,0,Medium,Cloudy,19.33
6.78,17.97,1.0,11,1,High,Clear,32.86
5.82,14.31,2.0,0,1,High,Cloudy,30.95
13.68,31.13,1.0,1,0,High,Clear,60.2
6.34,13.0,4.0,15,1,High,Clear,30.05
0.5,1.0,1.0,21,1,High,Clear,6.02
3.03,5.72,1.0,1,0,High,Clear,18.05
6.86,14.18,1.0,15,0,Medium,Snowy,30.42
15.68,26.26,4.0,15,0,Low,Clear,43.51
2.07,2.91,1.0,5,0,High,Cloudy,15.84
1.99,1.0,1.0,12,1,Medium,Cloudy,8.24
1.8,4.16,1.0,11,0,Medium,Clear,8.63
20.46,34.14,1.0,22,1,Low,Clear,53.54
15.32,36.6,1.0,9,0,High,Cloudy,73.0
11.93,32.12,1.0,4,0,Very High,Rainy,80.23
3.99,7.23,1.0,7,0,High,Foggy,24.57
5.62,14.59,3.0,5,0,Medium,Clear,24.19
4.99,8.6,2.0,4,0,Medium,Clear,20.15
2.34,2.36,1.0,19,0,Medium,Foggy,10.62
5.63,10.83,2.0,21,0,Low,Cloudy,16.4
0.5,1.0,3.0,5,0,Medium,Foggy,7.52
1.13,1.0,1.0,21,0,Medium,Clear,3.4
11.14,22.06,1.0,5,1,Medium,Clear,38.74
4.4,5.23,1.0,16,0,Medium,Clear,17.21
5.82,19.38,1.0,4,0,Very High,Clear,40.05
3.7,4.84,1.0,22,0,Medium,Clear,15.13
10.8,18.03,1.0,16,1,Medium,Cloudy,36.21
12.27,21.22,3.0,16,0,Medium,Rainy,44.81
11.53,25.5,1.0,12,0,Medium,Clear,41.18
10.26,27.95,1.0,21,0,High,Clear,47.25
1.83,2.34,2.0,6,0,Medium,Snowy,9.95
3.3,11.08,2.0,21,0,High,Clear,20.05
5.08,7.24,1.0,20,0,High,Cloudy,25.84
3.21,7.85,1.0,5,0,Medium,Rainy,18.32
11.25,19.6,1.0,13,0,Low,Clear,29.08
3.2,9.01,2.0,15,0,Medium,Rainy,16.4
1.19,2.39,1.0,2,0,Medium,Cloudy,10.56
4.07,8.76,1.0,8,1,Medium,Clear,19.34
2.05,3.89,2.0,20,1,Medium,Cloudy,12.96
7.58,21.27,2.0,17,0,Very High,Cloudy,48.69
4.54,8.07,1.0,9,0,Medium,Cloudy,18.84
0.59,3.38,1.0,9,0,Medium,Clear,9.02
5.35,10.58,2.0,22,0,High,Clear,26.94
9.69,17.92,4.0,2,0,Low,Clear,26.38
5.76,9.14,3.0,0,0,Low,Clear,17.56
2.73,6.55,1.0,4,1,Low,Clear,9.25
0.72,1.0,1.0,6,0,Low,Clear,4.81
3.8,4.02,1.0,3,0,Low,Cloudy,13.7
6.87,13.2,1.0,16,0,Medium,Clear,23.28
12.56,21.58,1.0,2,0,Medium,Cloudy,44.48
3.14,8.55,1.0,22,0,Medium,Cloudy,15.69
10.07,18.19,1.0,3,0,Medium,Rainy,38.37
1.16,4.02,5.0,1,0,Very High,Cloudy,15.73
2.75,1.0,1.0,13,0,Medium,Foggy,7.15
1.25,1.81,1.0,4,0,Medium,Cloudy,7.59
2.01,5.61,3.0,1,0,Medium,Clear,12.22
10.11,16.21,2.0,14,0,Low,Cloudy,27.51
6.0,10.58,1.0,21,1,Very High,Clear,38.23
6.21,16.9,2.0,9,0,High,Cloudy,33.74
4.94,14.92,1.0,19,0,Very High,Clear,34.08
3.15,4.57,6.0,0,0,High,Foggy,18.39
5.16,9.49,1.0,18,1,Medium,Clear,20.43
7.39,11.01,1.0,13,0,Low,Cloudy,20.08
15.85,33.8,1.0,13,1,Medium,Cloudy,54.8
17.6,32.45,1.0,0,0,Medium,Rainy,66.55
5.05,7.36,3.0,8,0,Low,Cloudy,16.82
8.57,11.71,1.0,16,0,Medium,Clear,25.72
18.04,31.13,1.0,13,0,Medium,Rainy,63.69
3.99,6.95,1.0,12,0,Low,Clear,11.42
4.3,5.84,1.0,5,0,Medium,Clear,16.66
7.35,16.38,1.0,6,0,Medium,Rainy,29.08
9.9,13.45,2.0,1,0,Low,Clear,28.29
2.24,6.46,3.0,23,0,Very High,Clear,20.13
10.97,14.83,1.0,5,0,Low,Clear,28.8
5.89,7.2,3.0,2,0,Low,Snowy,21.52
2.5,4.57,1.0,17,0,Medium,Clear,13.14
11.99,16.7,1.0,17,0,Low,Clear,33.09
6.43,8.72,3.0,21,1,Medium,Clear,17.96
8.65,21.23,1.0,22,0,High,Cloudy,43.23
3.12,7.58,2.0,5,1,Medium,Rainy,17.49
5.25,11.71,5.0,10,0,High,Rainy,29.96
7.69,23.16,2.0,2,0,Very High,Clear,48.0
4.15,5.49,1.0,15,0,Low,Cloudy,11.38
1.77,1.0,4.0,4,0,Medium,Cloudy,8.45
5.73,10.55,1.0,21,1,Medium,Rainy,24.19
10.59,24.92,1.0,1,1,High,Rainy,53.2
4.24,9.65,1.0,14,0,High,Clear,21.19
3.51,6.22,2.0,15,1,Medium,Clear,12.71
4.18,6.55,1.0,6,0,Low,Rainy,15.89
4.21,6.64,2.0,15,1,Low,Cloudy,13.45
6.29,14.32,3.0,23,0,Medium,Clear,25.0
6.27,10.28,1.0,3,1,Low,Cloudy,19.29
5.5,15.14,2.0,15,0,High,Clear,28.99
1.16,5.19,3.0,16,1,Medium,Cloudy,8.31
5.48,9.52,2.0,1,0,High,Clear,24.51
1.48,5.33,1.0,15,0,Medium,Cloudy,10.87
1.08,3.82,1.0,3,0,High,Clear,12.26
7.43,19.25,1.0,17,0,High,Rainy,43.45
8.62,15.63,1.0,5,0,Medium,Cloudy,31.43
4.11,7.37,2.0,17,0,Low,Clear,13.71
19.17,33.83,1.0,6,1,Medium,Clear,60.91
8.13,12.42,5.0,1,0,Medium,Clear,30.7
11.73,34.49,3.0,18,0,Very High,Clear,72.17
3.68,6.76,1.0,8,1,Medium,Clear,17.99
13.74,30.35,2.0,13,0,High,Foggy,65.11
15.39,29.64,2.0,4,0,Medium,Clear,54.66
1.51,1.98,1.0,6,1,Medium,Clear,9.0
2.53,3.7,1.0,7,0,Low,Rainy,11.19
2.69,3.06,1.0,14,0,Low,Cloudy,8.45
2.53,4.28,4.0,18,1,High,Clear,14.05
15.47,35.55,1.0,10,0,High,Snowy,79.61
0.5,3.31,2.0,19,1,Medium,Cloudy,7.7
0.63,1.0,1.0,22,0,Medium,Cloudy,6.21
2.56,4.55,3.0,3,0,Medium,Cloudy,13.09
1.78,2.81,1.0,17,0,Medium,Clear,8.34
2.11,1.89,2.0,13,0,Low,Cloudy,6.95
12.79,32.2,1.0,5,0,High,Clear,59.6
