trip_distance,trip_duration,passenger_count,pickup_hour,is_weekend,traffic_condition,weather_condition,fare_amount,avg_speed_kmh,is_peak_hour,is_night_ride,fare_per_km,duration_per_km,distance_bucket,hour_period
7.79,20.62,1.0,22,0,Very High,Clear,47.44,22.67,0,1,6.0899,2.647,1,3
1.86,2.58,1.0,1,0,Medium,Cloudy,11.53,43.26,0,1,6.1989,1.3871,0,0
5.61,9.98,3.0,7,0,Medium,Clear,23.47,33.73,1,0,4.1836,1.779,1,1
6.3,14.19,1.0,12,1,High,Rainy,31.85,26.64,0,0,5.0556,2.2524,1,2
2.67,6.67,1.0,6,0,High,Foggy,15.79,24.02,0,0,5.9139,2.4981,0,1
10.25,25.34,2.0,15,0,Very High,Clear,55.58,24.27,0,0,5.4224,2.4722,1,2
0.65,1.0,1.0,17,0,Low,Clear,7.8,39.0,1,0,12.0,1.5385,0,2
0.9,3.69,3.0,18,0,Medium,Clear,7.13,14.63,1,0,7.9222,4.1,0,3
5.43,12.03,2.0,3,0,Medium,Cloudy,23.43,27.08,0,1,4.3149,2.2155,1,0
1.4,5.73,2.0,11,0,High,Clear,12.53,14.66,0,0,8.95,4.0929,0,1
1.38,2.08,1.0,20,0,Low,Rainy,8.67,39.81,1,0,6.2826,1.5072,0,3
5.35,7.51,2.0,21,1,Low,Rainy,17.61,42.74,0,0,3.2916,1.4037,1,3
3.62,3.58,5.0,16,0,Medium,Rainy,12.13,60.67,0,0,3.3508,0.989,0,2
8.16,12.54,3.0,3,0,Low,Clear,23.02,39.04,0,1,2.8211,1.5368,1,0
1.11,1.0,3.0,19,0,Low,Cloudy,5.17,66.6,1,0,4.6577,0.9009,0,3
4.5,13.37,1.0,23,0,Medium,Foggy,23.81,20.19,0,1,5.2911,2.9711,0,3
2.57,3.91,1.0,23,0,High,Clear,14.54,39.44,0,1,5.6576,1.5214,0,3
17.5,32.66,1.0,21,0,Medium,Rainy,65.74,32.15,0,0,3.7566,1.8663,2,3
0.5,3.95,2.0,23,0,Medium,Clear,6.71,7.59,0,1,13.42,7.9,0,3
19.6,28.67,2.0,8,1,Low,Cloudy,51.85,41.02,1,0,2.6454,1.4628,2,1
14.32,26.13,5.0,4,1,Medium,Rainy,54.84,32.88,0,1,3.8296,1.8247,1,0
2.83,1.41,1.0,16,1,High,Foggy,13.25,120.43,0,0,4.682,0.4982,0,2
12.46,20.74,1.0,16,0,Medium,Cloudy,41.44,36.05,0,0,3.3258,1.6645,1,2
0.5,2.06,4.0,1,0,Medium,Rainy,7.9,14.56,0,1,15.8,4.12,0,0
5.98,9.43,2.0,20,0,Medium,Clear,24.92,38.05,1,0,4.1672,1.5769,1,3
2.89,7.11,4.0,22,0,High,Clear,17.22,24.39,0,1,5.9585,2.4602,0,3
3.6,12.17,1.0,6,0,Medium,Cloudy,17.1,17.75,0,0,4.75,3.3806,0,1
0.55,1.96,3.0,3,0,Low,Cloudy,4.45,16.84,0,1,8.0909,3.5636,0,0
0.5,1.0,3.0,19,1,Low,Clear,4.95,30.0,1,0,9.9,2.0,0,3
8.51,19.06,1.0,10,0,Medium,Clear,32.63,26.79,0,0,3.8343,2.2397,1,1
4.68,7.39,2.0,2,0,Medium,Snowy,20.49,38.0,0,1,4.3782,1.5791,0,0
2.26,8.21,1.0,15,0,High,Cloudy,15.63,16.52,0,0,6.9159,3.6327,0,2
6.08,10.13,2.0,2,0,Medium,Clear,22.22,36.01,0,1,3.6546,1.6661,1,0
5.27,12.25,4.0,23,0,High,Clear,28.32,25.81,0,1,5.3738,2.3245,1,3
9.71,21.46,2.0,14,0,Medium,Clear,35.13,27.15,0,0,3.6179,2.2101,1,2
0.56,1.0,5.0,16,0,Low,Clear,4.81,33.6,0,0,8.5893,1.7857,0,2
1.72,3.53,1.0,15,1,High,Cloudy,10.73,29.24,0,0,6.2384,2.0523,0,2
1.93,2.4,1.0,19,0,Medium,Rainy,12.04,48.25,1,0,6.2383,1.2435,0,3
10.72,19.44,1.0,6,0,Medium,Rainy,39.03,33.09,0,0,3.6409,1.8134,1,1
1.68,2.6,6.0,15,0,Low,Clear,7.63,38.77,0,0,4.5417,1.5476,0,2
6.82,12.91,1.0,4,1,Low,Clear,20.19,31.7,0,1,2.9604,1.893,1,0
1.94,6.92,1.0,1,0,Medium,Cloudy,12.96,16.82,0,1,6.6804,3.567,0,0
15.82,29.97,1.0,0,0,Medium,Clear,52.97,31.67,0,1,3.3483,1.8944,2,0
5.85,10.13,4.0,12,0,Low,Cloudy,16.42,34.65,0,0,2.8068,1.7316,1,2
3.47,6.52,1.0,15,0,Medium,Clear,18.06,31.93,0,0,5.2046,1.879,0,2
2.13,3.27,4.0,4,0,Low,Clear,7.33,39.08,0,1,3.4413,1.5352,0,0
0.5,1.0,1.0,2,1,Medium,Clear,8.69,30.0,0,1,17.38,2.0,0,0
2.5,1.45,4.0,14,1,Medium,Clear,10.31,103.45,0,0,4.124,0.58,0,2
8.5,15.9,1.0,15,0,Medium,Clear,27.33,32.08,0,0,3.2153,1.8706,1,2
6.1,12.04,1.0,10,0,High,Cloudy,27.55,30.4,0,0,4.5164,1.9738,1,1
4.04,12.36,1.0,17,1,High,Clear,25.73,19.61,1,0,6.3688,3.0594,0,2
9.47,21.88,1.0,20,0,High,Clear,46.8,25.97,1,0,4.9419,2.3105,1,3
5.38,12.3,1.0,8,1,Medium,Clear,23.39,26.24,1,0,4.3476,2.2862,1,1
5.75,16.98,1.0,7,0,Very High,Cloudy,42.15,20.32,1,0,7.3304,2.953,1,1
2.49,6.96,1.0,21,1,High,Cloudy,15.26,21.47,0,0,6.1285,2.7952,0,3
4.86,12.75,2.0,18,1,Very High,Rainy,38.85,22.87,1,0,7.9938,2.6235,0,3
5.09,11.85,1.0,21,1,Medium,Rainy,22.48,25.77,0,0,4.4165,2.3281,1,3
9.81,19.02,2.0,4,0,Medium,Cloudy,36.47,30.95,0,1,3.7176,1.9388,1,0
3.2,5.42,1.0,4,0,Low,Rainy,12.87,35.42,0,1,4.0219,1.6938,0,0
0.5,1.0,1.0,13,0,Very High,Clear,8.87,30.0,0,0,17.74,2.0,0,2
5.49,12.18,1.0,6,0,High,Clear,25.42,27.04,0,0,4.6302,2.2186,1,1
6.29,11.68,1.0,8,0,Medium,Clear,25.57,32.31,1,0,4.0652,1.8569,1,1
1.48,3.17,2.0,16,0,Very High,Clear,11.07,28.01,0,0,7.4797,2.1419,0,2
11.43,35.69,1.0,2,0,Very High,Clear,68.54,19.22,0,1,5.9965,3.1225,1,0
1.76,3.43,3.0,12,0,Medium,Rainy,12.19,30.79,0,0,6.9261,1.9489,0,2
16.66,30.77,2.0,15,0,Medium,Cloudy,55.27,32.49,0,0,3.3175,1.8469,2,2
9.75,26.78,5.0,20,1,Very High,Clear,61.51,21.84,1,0,6.3087,2.7467,1,3
4.84,12.1,1.0,9,0,High,Rainy,29.92,24.0,1,0,6.1818,2.5,0,1
6.22,16.25,1.0,17,0,High,Cloudy,34.31,22.97,1,0,5.5161,2.6125,1,2
15.16,23.35,1.0,2,0,Medium,Clear,49.73,38.96,0,1,3.2803,1.5402,2,0
5.23,12.17,1.0,11,0,High,Snowy,29.07,25.78,0,0,5.5583,2.327,1,1
3.74,3.04,1.0,15,0,Medium,Clear,9.81,73.82,0,0,2.623,0.8128,0,2
5.44,10.12,1.0,17,1,Low,Rainy,18.65,32.25,1,0,3.4283,1.8603,1,2
6.92,14.97,1.0,16,0,Medium,Snowy,29.71,27.74,0,0,4.2934,2.1633,1,2
1.68,2.6,1.0,6,0,Low,Rainy,7.54,38.77,0,0,4.4881,1.5476,0,1
18.49,35.09,1.0,18,0,Medium,Cloudy,64.68,31.62,1,0,3.4981,1.8978,2,3
8.97,18.0,4.0,22,0,High,Foggy,45.17,29.9,0,1,5.0357,2.0067,1,3
8.03,10.95,5.0,22,1,Low,Clear,21.31,44.0,0,1,2.6538,1.3636,1,3
0.84,1.0,1.0,7,0,High,Clear,8.79,50.4,1,0,10.4643,1.1905,0,1
7.41,10.22,1.0,16,1,Low,Cloudy,19.47,43.5,0,0,2.6275,1.3792,1,2
1.03,3.68,1.0,20,0,Medium,Foggy,12.15,16.79,1,0,11.7961,3.5728,0,3
0.66,3.8,4.0,6,1,Medium,Cloudy,9.73,10.42,0,0,14.7424,5.7576,0,1
5.99,15.15,5.0,0,0,High,Snowy,37.6,23.72,0,1,6.2771,2.5292,1,0
4.12,8.93,1.0,7,0,High,Clear,24.62,27.68,1,0,5.9757,2.1675,0,1
7.11,11.84,1.0,18,1,Medium,Rainy,30.12,36.03,1,0,4.2363,1.6653,1,3
0.75,1.31,1.0,19,0,Low,Foggy,7.48,34.35,1,0,9.9733,1.7467,0,3
4.51,11.08,1.0,19,0,High,Clear,23.98,24.42,1,0,5.3171,2.4568,0,3
1.54,2.45,2.0,9,0,Medium,Snowy,13.82,37.71,1,0,8.974,1.5909,0,1
6.59,11.12,5.0,23,0,Low,Foggy,20.84,35.56,0,1,3.1624,1.6874,1,3
9.3,15.38,1.0,0,0,Low,Foggy,27.89,36.28,0,1,2.9989,1.6538,1,0
3.15,3.28,3.0,23,0,Medium,Clear,12.81,57.62,0,1,4.0667,1.0413,0,3
0.8,1.0,1.0,20,0,Medium,Cloudy,8.13,48.0,1,0,10.1625,1.25,0,3
2.7,7.04,2.0,3,0,Medium,Clear,13.73,23.01,0,1,5.0852,2.6074,0,0
4.41,8.4,4.0,8,1,Medium,Clear,19.0,31.5,1,0,4.3084,1.9048,0,1
8.4,24.67,1.0,14,0,Very High,Clear,49.62,20.43,0,0,5.9071,2.9369,1,2
0.5,1.44,3.0,23,1,Medium,Cloudy,7.14,20.83,0,1,14.28,2.88,0,3
13.3,26.85,3.0,14,0,Medium,Cloudy,47.22,29.72,0,0,3.5504,2.0188,1,2
6.15,7.01,1.0,6,0,Low,Foggy,16.4,52.64,0,0,2.6667,1.1398,1,1
2.61,5.43,3.0,11,0,Medium,Clear,12.99,28.84,0,0,4.977,2.0805,0,1
0.51,1.0,3.0,2,0,Medium,Cloudy,6.84,30.6,0,1,13.4118,1.9608,0,0
1.42,4.84,1.0,19,0,Medium,Clear,12.45,17.6,1,0,8.7676,3.4085,0,3
9.27,22.37,3.0,13,0,High,Foggy,44.18,24.86,0,0,4.7659,2.4132,1,2
2.3,10.58,3.0,12,1,High,Clear,12.33,13.04,0,0,5.3609,4.6,0,2
0.54,2.31,1.0,23,1,Low,Clear,8.86,14.03,0,1,16.4074,4.2778,0,3
9.39,18.48,3.0,11,0,Medium,Cloudy,31.67,30.49,0,0,3.3727,1.9681,1,1
6.8,13.23,1.0,0,0,Medium,Clear,26.9,30.84,0,1,3.9559,1.9456,1,0
4.15,13.57,1.0,18,0,High,Clear,26.13,18.35,1,0,6.2964,3.2699,0,3
3.62,5.38,2.0,15,0,Medium,Clear,14.11,40.37,0,0,3.8978,1.4862,0,2
1.96,6.41,1.0,11,0,High,Clear,11.37,18.35,0,0,5.801,3.2704,0,1
8.86,18.96,1.0,9,0,Medium,Cloudy,35.42,28.04,1,0,3.9977,2.14,1,1
1.55,1.55,4.0,17,0,Medium,Cloudy,8.3,60.0,1,0,5.3548,1.0,0,2
7.27,10.44,1.0,12,0,Low,Clear,19.4,41.78,0,0,2.6685,1.436,1,2
4.42,5.42,3.0,23,1,Low,Clear,13.56,48.93,0,1,3.0679,1.2262,0,3
4.73,6.5,1.0,5,0,Low,Foggy,15.55,43.66,0,1,3.2875,1.3742,0,0
2.35,1.84,4.0,11,0,Low,Foggy,7.91,76.63,0,0,3.366,0.783,0,1
13.95,31.71,3.0,21,1,High,Clear,61.3,26.4,0,0,4.3943,2.2731,1,3
5.31,12.89,4.0,3,0,Medium,Foggy,24.94,24.72,0,1,4.6968,2.4275,1,0
6.27,8.77,3.0,0,0,Low,Snowy,20.77,42.9,0,1,3.3126,1.3987,1,0
2.91,10.58,3.0,10,0,Medium,Clear,12.75,16.5,0,0,4.3814,3.6357,0,1
1.61,3.14,1.0,22,0,Very High,Rainy,16.96,30.76,0,1,10.5342,1.9503,0,3
0.72,1.32,1.0,7,1,Medium,Cloudy,7.32,32.73,1,0,10.1667,1.8333,0,1
10.02,30.21,1.0,1,0,Very High,Clear,60.47,19.9,0,1,6.0349,3.015,1,0
1.75,4.26,2.0,1,0,Medium,Clear,11.77,24.65,0,1,6.7257,2.4343,0,0
9.37,29.54,1.0,15,0,Very High,Clear,55.75,19.03,0,0,5.9498,3.1526,1,2
3.96,3.52,1.0,0,1,Low,Foggy,14.44,67.5,0,1,3.6465,0.8889,0,0
4.3,6.55,4.0,3,0,Medium,Rainy,18.35,39.39,0,1,4.2674,1.5233,0,0
5.07,10.96,2.0,5,0,High,Clear,28.68,27.76,0,1,5.6568,2.1617,1,0
3.67,13.51,4.0,20,1,Very High,Cloudy,34.15,16.3,1,0,9.3052,3.6812,0,3
0.85,2.57,1.0,19,1,High,Clear,11.39,19.84,1,0,13.4,3.0235,0,3
2.96,2.72,1.0,13,0,Medium,Cloudy,12.86,65.29,0,0,4.3446,0.9189,0,2
8.72,15.26,1.0,19,0,Low,Rainy,28.06,34.29,1,0,3.2179,1.75,1,3
8.77,16.66,1.0,14,0,Medium,Cloudy,30.39,31.58,0,0,3.4652,1.8997,1,2
2.7,5.83,1.0,6,0,Low,Clear,10.83,27.79,0,0,4.0111,2.1593,0,1
4.93,12.41,1.0,6,0,Medium,Clear,19.83,23.84,0,0,4.0223,2.5172,0,1
1.72,1.27,1.0,17,0,Medium,Cloudy,8.71,81.26,1,0,5.064,0.7384,0,2
1.89,6.71,2.0,22,0,Medium,Cloudy,12.65,16.9,0,1,6.6931,3.5503,0,3
0.5,1.01,1.0,1,0,High,Cloudy,6.92,29.7,0,1,13.84,2.02,0,0
18.16,26.41,1.0,19,1,Low,Cloudy,47.6,41.26,1,0,2.6211,1.4543,2,3
1.89,3.85,2.0,14,0,Medium,Rainy,11.41,29.45,0,0,6.037,2.037,0,2
2.07,10.58,2.0,0,0,Medium,Cloudy,12.37,11.74,0,1,5.9758,5.1111,0,0
2.62,4.87,3.0,20,1,Medium,Snowy,16.71,32.28,1,0,6.3779,1.8588,0,3
1.09,1.56,1.0,16,0,Medium,Clear,7.87,41.92,0,0,7.2202,1.4312,0,2
8.16,10.36,5.0,19,0,Low,Foggy,25.17,47.26,1,0,3.0846,1.2696,1,3
0.62,1.0,4.0,12,0,Very High,Clear,9.58,37.2,0,0,15.4516,1.6129,0,2
1.15,4.43,2.0,11,0,Medium,Cloudy,7.01,15.58,0,0,6.0957,3.8522,0,1
8.28,12.06,1.0,23,0,Low,Cloudy,22.85,41.19,0,1,2.7597,1.4565,1,3
3.32,4.26,1.0,21,0,Medium,Clear,11.91,46.76,0,0,3.5873,1.2831,0,3
9.85,15.67,2.0,14,0,Low,Snowy,29.96,37.72,0,0,3.0416,1.5909,1,2
6.52,11.31,2.0,23,0,Low,Clear,20.32,34.59,0,1,3.1166,1.7347,1,3
2.37,4.44,5.0,4,0,Medium,Cloudy,15.43,32.03,0,1,6.5105,1.8734,0,0
8.42,10.16,2.0,6,0,Low,Rainy,23.78,49.72,0,0,2.8242,1.2067,1,1
0.99,1.0,6.0,7,0,High,Clear,12.2,59.4,1,0,12.3232,1.0101,0,1
6.15,12.5,4.0,22,0,High,Snowy,34.51,29.52,0,1,5.6114,2.0325,1,3
4.6,10.73,5.0,13,1,Medium,Cloudy,20.12,25.72,0,0,4.3739,2.3326,0,2
2.49,7.71,1.0,3,0,High,Foggy,20.84,19.38,0,1,8.3695,3.0964,0,0
7.41,12.3,1.0,20,0,Medium,Cloudy,30.2,36.15,1,0,4.0756,1.6599,1,3
16.4,24.13,3.0,13,0,Low,Cloudy,40.37,40.78,0,0,2.4616,1.4713,2,2
7.49,13.77,1.0,21,1,Medium,Rainy,33.21,32.64,0,0,4.4339,1.8385,1,3
4.15,8.1,3.0,15,1,Low,Clear,13.31,30.74,0,0,3.2072,1.9518,0,2
2.04,4.55,2.0,10,0,High,Cloudy,14.21,26.9,0,0,6.9657,2.2304,0,1
2.38,6.5,1.0,21,1,High,Clear,15.95,21.97,0,0,6.7017,2.7311,0,3
5.22,11.49,1.0,13,0,High,Clear,23.33,27.26,0,0,4.4693,2.2011,1,2
3.66,3.92,5.0,13,1,Low,Clear,12.33,56.02,0,0,3.3689,1.071,0,2
19.61,10.58,1.0,1,0,Low,Foggy,54.67,111.21,0,1,2.7879,0.5395,2,0
3.67,2.5,3.0,21,0,Low,Cloudy,12.37,88.08,0,0,3.3706,0.6812,0,3
3.74,9.46,1.0,12,1,Very High,Cloudy,26.9,23.72,0,0,7.1925,2.5294,0,2
3.87,8.81,2.0,2,0,High,Rainy,23.39,26.36,0,1,6.0439,2.2765,0,0
14.49,35.41,5.0,17,1,High,Rainy,80.47,24.55,1,0,5.5535,2.4438,1,2
8.42,14.03,1.0,21,0,Medium,Clear,28.41,36.01,0,0,3.3741,1.6663,1,3
7.62,14.54,1.0,3,0,Medium,Cloudy,30.12,31.44,0,1,3.9528,1.9081,1,0
3.25,10.58,2.0,20,0,Medium,Snowy,14.09,18.43,1,0,4.3354,3.2554,0,3
13.63,32.57,4.0,20,0,High,Clear,63.88,25.11,1,0,4.6867,2.3896,1,3
0.5,4.81,1.0,18,0,High,Cloudy,8.72,6.24,1,0,17.44,9.62,0,3
16.37,26.77,1.0,15,0,Medium,Cloudy,53.05,36.69,0,0,3.2407,1.6353,2,2
5.75,9.33,1.0,3,0,Medium,Clear,21.36,36.98,0,1,3.7148,1.6226,1,0
4.06,11.11,1.0,18,1,High,Foggy,26.84,21.93,1,0,6.6108,2.7365,0,3
5.5,14.14,1.0,22,0,Low,Clear,19.06,23.34,0,1,3.4655,2.5709,1,3
8.81,21.66,5.0,14,1,High,Clear,42.46,24.4,0,0,4.8195,2.4586,1,2
0.5,1.0,1.0,0,0,Medium,Snowy,9.37,30.0,0,1,18.74,2.0,0,0
16.42,30.49,2.0,15,0,Medium,Rainy,58.61,32.31,0,0,3.5694,1.8569,2,2
4.74,8.57,4.0,14,0,High,Clear,21.5,33.19,0,0,4.5359,1.808,0,2
3.36,7.91,1.0,15,1,Medium,Clear,13.13,25.49,0,0,3.9077,2.3542,0,2
1.19,4.32,2.0,21,0,Medium,Foggy,7.2,16.53,0,0,6.0504,3.6303,0,3
4.63,16.01,3.0,19,0,Very High,Clear,37.35,17.35,1,0,8.067,3.4579,0,3
5.49,14.99,1.0,0,1,Very High,Cloudy,35.91,21.97,0,1,6.541,2.7304,1,0
4.14,6.15,1.0,16,0,Medium,Clear,14.14,40.39,0,0,3.4155,1.4855,0,2
9.08,20.01,1.0,4,1,Medium,Snowy,43.65,27.23,0,1,4.8073,2.2037,1,0
4.37,10.96,1.0,4,0,Medium,Rainy,21.83,23.92,0,1,4.9954,2.508,0,0
7.32,20.11,5.0,12,0,Very High,Rainy,50.95,21.84,0,0,6.9604,2.7473,1,2
13.18,21.35,1.0,11,0,Low,Foggy,34.95,37.04,0,0,2.6517,1.6199,1,1
0.93,1.0,4.0,3,1,Low,Snowy,6.12,55.8,0,1,6.5806,1.0753,0,0
4.05,11.61,1.0,3,1,Very High,Rainy,31.93,20.93,0,1,7.884,2.8667,0,0
3.29,2.0,5.0,22,0,Low,Rainy,14.27,98.7,0,1,4.3374,0.6079,0,3
6.74,13.43,3.0,20,1,High,Clear,33.87,30.11,1,0,5.0252,1.9926,1,3
15.79,10.58,3.0,20,0,Low,Clear,40.39,89.55,1,0,2.5579,0.67,2,3
0.65,1.0,1.0,5,0,Very High,Rainy,11.59,39.0,0,1,17.8308,1.5385,0,0
0.6,1.0,1.0,23,0,High,Rainy,10.36,36.0,0,1,17.2667,1.6667,0,3
1.91,3.69,3.0,20,0,Very High,Clear,17.9,31.06,1,0,9.3717,1.9319,0,3
8.84,13.32,3.0,18,0,Low,Cloudy,26.74,39.82,1,0,3.0249,1.5068,1,3
6.26,13.72,1.0,5,0,Medium,Cloudy,24.74,27.38,0,1,3.9521,2.1917,1,0
14.31,26.23,4.0,11,1,Medium,Rainy,53.19,32.73,0,0,3.717,1.833,1,1
1.07,1.64,5.0,13,1,High,Clear,9.32,39.15,0,0,8.7103,1.5327,0,2
1.11,3.81,2.0,17,0,Low,Rainy,10.94,17.48,1,0,9.8559,3.4324,0,2
6.51,20.02,1.0,11,0,Very High,Clear,39.7,19.51,0,0,6.0983,3.0753,1,1
4.29,4.93,1.0,23,1,High,Cloudy,19.7,52.21,0,1,4.5921,1.1492,0,3
3.17,5.05,3.0,14,0,Medium,Clear,12.56,37.66,0,0,3.9621,1.5931,0,2
7.47,10.58,3.0,18,0,Medium,Rainy,32.4,42.36,1,0,4.3373,1.4163,1,3
14.51,23.87,2.0,8,0,Low,Clear,40.32,36.47,1,0,2.7788,1.6451,1,1
0.5,1.0,5.0,4,0,Medium,Clear,7.99,30.0,0,1,15.98,2.0,0,0
0.96,2.29,1.0,5,0,Medium,Rainy,8.82,25.15,0,1,9.1875,2.3854,0,0
7.52,17.47,1.0,22,1,High,Clear,32.96,25.83,0,1,4.383,2.3231,1,3
13.74,23.92,4.0,2,0,Medium,Clear,45.6,34.46,0,1,3.3188,1.7409,1,0
2.69,7.08,1.0,4,0,Medium,Rainy,17.17,22.8,0,1,6.3829,2.632,0,0
2.19,7.3,2.0,0,0,Very High,Cloudy,20.21,18.0,0,1,9.2283,3.3333,0,0
12.37,29.82,1.0,10,0,High,Clear,55.11,24.89,0,0,4.4551,2.4107,1,1
0.5,1.72,2.0,20,0,Low,Snowy,6.65,17.44,1,0,13.3,3.44,0,3
3.69,10.76,2.0,19,0,High,Cloudy,22.09,20.58,1,0,5.9864,2.916,0,3
5.64,15.76,1.0,0,0,Very High,Cloudy,39.39,21.47,0,1,6.984,2.7943,1,0
6.57,16.24,5.0,6,0,Very High,Cloudy,39.64,24.27,0,0,6.0335,2.4718,1,1
10.43,23.84,1.0,14,0,High,Foggy,49.27,26.25,0,0,4.7239,2.2857,1,2
3.51,3.27,1.0,16,0,Medium,Clear,12.89,64.4,0,0,3.6724,0.9316,0,2
7.59,12.11,1.0,7,1,Medium,Clear,27.19,37.61,1,0,3.5823,1.5955,1,1
7.04,19.61,2.0,1,0,High,Clear,38.36,21.54,0,1,5.4489,2.7855,1,0
6.35,12.56,1.0,12,1,High,Cloudy,31.62,30.33,0,0,4.9795,1.978,1,2
8.18,12.99,1.0,11,0,Medium,Clear,26.24,37.78,0,0,3.2078,1.588,1,1
2.4,5.84,5.0,4,1,Medium,Cloudy,13.71,24.66,0,1,5.7125,2.4333,0,0
0.71,3.06,1.0,12,0,Medium,Clear,5.54,13.92,0,0,7.8028,4.3099,0,2
1.02,1.0,1.0,5,0,Medium,Rainy,10.04,61.2,0,1,9.8431,0.9804,0,0
2.03,4.3,1.0,14,0,Medium,Clear,11.31,28.33,0,0,5.5714,2.1182,0,2
5.55,9.31,1.0,22,0,Medium,Clear,22.46,35.77,0,1,4.0468,1.6775,1,3
14.68,34.79,1.0,21,1,High,Clear,65.28,25.32,0,0,4.4469,2.3699,1,3
9.67,17.53,1.0,20,0,Medium,Rainy,38.17,33.1,1,0,3.9473,1.8128,1,3
12.45,32.75,1.0,21,0,Very High,Rainy,78.0,22.81,0,0,6.2651,2.6305,1,3
3.46,5.52,1.0,10,1,Medium,Rainy,14.99,37.61,0,0,4.3324,1.5954,0,1
4.15,7.48,1.0,3,0,Low,Clear,14.6,33.29,0,1,3.5181,1.8024,0,0
4.0,9.89,2.0,0,0,Low,Snowy,18.97,24.27,0,1,4.7425,2.4725,0,0
1.7,3.97,2.0,14,0,Medium,Rainy,9.55,25.69,0,0,5.6176,2.3353,0,2
0.51,1.0,1.0,11,0,Medium,Clear,3.87,30.6,0,0,7.5882,1.9608,0,1
7.15,14.26,4.0,8,1,High,Cloudy,34.44,30.08,1,0,4.8168,1.9944,1,1
1.46,2.64,5.0,4,0,High,Clear,13.21,33.18,0,1,9.0479,1.8082,0,0
0.5,1.55,1.0,23,0,Medium,Clear,5.71,19.35,0,1,11.42,3.1,0,3
12.1,22.57,2.0,6,0,Medium,Rainy,46.71,32.17,0,0,3.8603,1.8653,1,1
2.33,5.33,1.0,7,0,Medium,Clear,11.15,26.23,1,0,4.7854,2.2876,0,1
14.16,25.83,3.0,0,0,Medium,Foggy,50.15,32.89,0,1,3.5417,1.8242,1,0
9.74,21.68,1.0,0,0,Medium,Clear,36.02,26.96,0,1,3.6982,2.2259,1,0
4.21,10.59,1.0,7,0,Very High,Rainy,33.96,23.85,1,0,8.0665,2.5154,0,1
8.68,18.28,2.0,10,0,Medium,Cloudy,29.26,28.49,0,0,3.371,2.106,1,1
5.0,9.31,2.0,0,0,High,Clear,25.59,32.22,0,1,5.118,1.862,0,0
7.97,13.23,1.0,13,1,Medium,Clear,28.38,36.15,0,0,3.5609,1.66,1,2
4.78,7.36,1.0,0,0,Medium,Cloudy,18.37,38.97,0,1,3.8431,1.5397,0,0
1.67,6.54,4.0,5,1,High,Cloudy,14.39,15.32,0,1,8.6168,3.9162,0,0
5.67,8.15,4.0,20,1,Low,Cloudy,17.12,41.74,1,0,3.0194,1.4374,1,3
6.02,10.03,2.0,5,1,Medium,Cloudy,24.01,36.01,0,1,3.9884,1.6661,1,0
13.31,25.28,2.0,2,0,Medium,Cloudy,46.1,31.59,0,1,3.4636,1.8993,1,0
10.64,17.04,1.0,9,0,Low,Cloudy,29.06,37.46,1,0,2.7312,1.6015,1,1
8.72,19.53,1.0,11,0,Medium,Cloudy,32.05,26.79,0,0,3.6755,2.2397,1,1
0.96,1.0,1.0,9,1,Medium,Clear,8.63,57.6,1,0,8.9896,1.0417,0,1
10.2,17.83,1.0,21,1,Low,Clear,27.28,34.32,0,0,2.6745,1.748,1,3
5.55,8.77,2.0,1,1,High,Cloudy,26.71,37.97,0,1,4.8126,1.5802,1,0
17.96,35.49,1.0,23,0,Medium,Clear,61.74,30.36,0,1,3.4376,1.9761,2,3
0.5,3.37,1.0,12,0,Medium,Clear,4.32,8.9,0,0,8.64,6.74,0,2
13.75,33.11,1.0,15,0,High,Clear,56.99,24.92,0,0,4.1447,2.408,1,2
0.5,1.0,3.0,12,0,Low,Clear,4.38,30.0,0,0,8.76,2.0,0,2
3.66,8.36,1.0,3,0,Medium,Clear,16.58,26.27,0,1,4.5301,2.2842,0,0
6.25,9.58,1.0,3,1,Medium,Clear,21.92,39.14,0,1,3.5072,1.5328,1,0
1.28,1.1,2.0,10,0,High,Clear,9.99,69.82,0,0,7.8047,0.8594,0,1
10.97,19.66,1.0,22,1,Medium,Clear,40.22,33.48,0,1,3.6664,1.7922,1,3
0.5,1.0,1.0,13,1,Low,Clear,5.28,30.0,0,0,10.56,2.0,0,2
1.48,3.26,2.0,2,0,Medium,Rainy,11.2,27.24,0,1,7.5676,2.2027,0,0
6.96,11.66,1.0,18,0,Medium,Clear,22.59,35.81,1,0,3.2457,1.6753,1,3
10.02,15.69,2.0,21,0,Low,Cloudy,28.22,38.32,0,0,2.8164,1.5659,1,3
9.78,14.75,1.0,4,0,Low,Clear,26.1,39.78,0,1,2.6687,1.5082,1,0
8.91,12.82,1.0,16,0,Low,Cloudy,24.79,41.7,0,0,2.7823,1.4388,1,2
4.01,8.04,4.0,0,1,Low,Cloudy,16.89,29.93,0,1,4.212,2.005,0,0
0.5,3.39,1.0,18,0,High,Clear,12.06,8.85,1,0,24.12,6.78,0,3
1.02,1.57,6.0,18,0,Medium,Clear,10.06,38.98,1,0,9.8627,1.5392,0,3
6.12,5.26,1.0,3,1,Low,Clear,17.74,69.81,0,1,2.8987,0.8595,1,0
8.99,17.95,2.0,18,0,High,Clear,45.48,30.05,1,0,5.059,1.9967,1,3
4.32,8.73,2.0,5,0,Low,Clear,12.88,29.69,0,1,2.9815,2.0208,0,0
